,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,cleaning_fee,guests_included,extra_people,maximum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,first_review_since_host,last_review_month,host_active_days,Wireless Internet,Heating,Kitchen,Smoke Detector,Essentials,Dryer,Washer,Internet,Shampoo,TV,Carbon Monoxide Detector,Fire Extinguisher,Free Parking on Premises,Family/Kid Friendly,First Aid Kit,Cable TV,Indoor Fireplace,Pets live on this property,Hangers,Elevator in Building,Hair Dryer,Laptop Friendly Workspace,Iron,Safety Card,Air Conditioning,24-Hour Check-in,Buzzer/Wireless Intercom,Pets Allowed,Gym,yield
2917,within an hour,90-99%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,1,1.0,0.0,1.0,25.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1.0,moderate,0.0,0.0,15,no reviews,no reviews,132.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2918,within a few hours,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Private room,2,1.0,1.0,1.0,20.0,2,40.0,1125,84,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,6-12 months,0-2 weeks,426.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,322.2
2919,within an hour,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,135.0,1,0.0,1125,57,95-100/100,9/10,9/10,9/10,10/10,9/10,10/10,1.0,moderate,0.0,0.0,9,1-2 years,2-6 months,613.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,378.0
2920,within a day,100%,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Shared room,2,1.0,1.0,1.0,20.0,1,0.0,1125,90,95-100/100,9/10,10/10,10/10,10/10,10/10,9/10,1.0,moderate,0.0,0.0,1,0-6 months,2-6 months,431.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,145.35
2921,within an hour,100%,1.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,0.0,1,0.0,13,72,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,1.0,moderate,0.0,0.0,2,4+ years,0-2 weeks,1693.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1676.0000000000002
2922,unknown,unknown,0.0,1.0,1.0,Capitol Hill,1.0,House,Private room,2,1.0,1.0,1.0,25.0,1,0.0,14,42,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-6 months,1210.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.5
2923,within a few hours,100%,0.0,1.0,1.0,Capitol Hill,1.0,House,Private room,2,1.0,1.0,1.0,20.0,2,20.0,30,89,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,4,0-6 months,2-8 weeks,240.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.99
2924,within an hour,100%,0.0,1.0,0.0,Capitol Hill,0.0,Apartment,Entire home/apt,5,1.0,1.0,2.0,50.0,2,15.0,1125,48,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,1089.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925,within an hour,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,1.0,1.0,50.0,2,10.0,1125,0,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,0.0,strict,0.0,0.0,2,1-2 years,2-6 months,1348.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
2926,within an hour,90-99%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,25.0,1,0.0,1125,35,0-79/100,0-8/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,15,0-6 months,2-8 weeks,132.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,55.89
2927,within an hour,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,1.0,1.0,25.0,2,15.0,1125,1,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,1,1-2 years,0-2 weeks,1302.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.25
2928,within an hour,100%,1.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,25.0,1,0.0,1125,90,95-100/100,9/10,10/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,3,1-2 years,0-2 weeks,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0
2929,unknown,unknown,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,0.0,3,0.0,11,0,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,1,0-6 months,2-6 months,561.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.7600000000002
2930,within a few hours,100%,0.0,1.0,1.0,Capitol Hill,1.0,House,Private room,2,1.0,1.0,1.0,35.0,1,10.0,1125,85,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,7,no reviews,no reviews,1002.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,within an hour,50-89%,0.0,1.0,1.0,Capitol Hill,1.0,House,Shared room,1,0.5,1.0,1.0,35.0,1,0.0,1125,83,80-94/100,0-8/10,0-8/10,9/10,9/10,10/10,0-8/10,0.0,strict,0.0,0.0,37,1-2 years,2-6 months,1554.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.56
2932,within a day,50-89%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,0.0,1,0.0,1125,54,95-100/100,10/10,10/10,9/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,2-8 weeks,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,408.0
2933,within a day,100%,0.0,1.0,1.0,Capitol Hill,1.0,House,Private room,2,1.0,1.0,1.0,35.0,1,0.0,30,90,80-94/100,9/10,0-8/10,9/10,10/10,10/10,0-8/10,0.0,moderate,0.0,1.0,3,1-2 years,2-6 months,1752.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2934,within a day,0-49%,0.0,1.0,0.0,Capitol Hill,0.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,0.0,1,0.0,1125,89,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,939.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,within a few hours,100%,1.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,25.0,2,25.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,2,0-6 months,2-8 weeks,820.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.4
2936,unknown,unknown,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,20.0,1,20.0,1125,0,80-94/100,10/10,9/10,9/10,9/10,10/10,9/10,0.0,moderate,0.0,0.0,1,4+ years,6-12 months,2023.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5
2937,unknown,unknown,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,0.0,1,0.0,1125,38,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,476.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2938,within an hour,100%,0.0,1.0,0.0,Capitol Hill,0.0,Apartment,Entire home/apt,3,1.0,0.0,1.0,10.0,1,0.0,1125,1,95-100/100,9/10,10/10,10/10,9/10,10/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,2-8 weeks,91.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.40000000000003
2939,within an hour,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,39.0,0,0.0,31,0,80-94/100,9/10,9/10,9/10,9/10,9/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,660.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.839999999999996
2940,unknown,unknown,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,1,1.0,0.0,1.0,0.0,1,0.0,30,89,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,1.0,flexible,0.0,0.0,1,no reviews,no reviews,997.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2941,within an hour,100%,1.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,40.0,1,0.0,7,89,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,strict,0.0,0.0,1,0-6 months,2-8 weeks,188.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.12
2942,within an hour,50-89%,0.0,1.0,1.0,Capitol Hill,1.0,House,Shared room,1,0.5,1.0,1.0,35.0,1,0.0,1125,58,0-79/100,10/10,0-8/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,37,2-3 years,2-6 months,1554.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6
2943,unknown,unknown,0.0,1.0,0.0,Capitol Hill,0.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,within a day,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,10.0,1,0.0,1125,3,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,2-3 years,2-8 weeks,1037.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,68.85000000000001
2945,within an hour,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,2.0,2.0,100.0,2,20.0,60,90,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1.0,strict,0.0,1.0,1,0-6 months,0-2 weeks,2087.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,680.58
2946,unknown,unknown,0.0,1.0,0.0,Capitol Hill,1.0,House,Entire home/apt,4,1.0,2.0,2.0,0.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,0-6 months,2-6 months,143.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
2947,within a few hours,100%,0.0,1.0,1.0,Capitol Hill,1.0,House,Entire home/apt,4,1.0,2.0,2.0,40.0,1,0.0,1125,89,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,4,0-6 months,2-6 months,240.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.73
2948,within an hour,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,90,81,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,115.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.75
2949,within an hour,50-89%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Shared room,2,1.5,1.0,1.0,0.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,1023.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2950,unknown,unknown,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,1125,0,80-94/100,9/10,9/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-6 months,132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.699999999999996
2951,within an hour,100%,0.0,1.0,1.0,Capitol Hill,0.0,Apartment,Entire home/apt,6,1.0,2.0,3.0,100.0,2,25.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,2,no reviews,no reviews,144.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2952,within a few hours,50-89%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,3,1.0,1.0,2.0,35.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,moderate,0.0,0.0,1,no reviews,no reviews,971.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,within an hour,100%,0.0,1.0,1.0,Capitol Hill,0.0,Apartment,Entire home/apt,4,1.0,1.0,1.0,88.0,1,0.0,365,90,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,7,6-12 months,2-8 weeks,1580.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,235.62
2954,within a day,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,65.0,1,0.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,179.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2955,unknown,unknown,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,0.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2956,within a day,100%,1.0,1.0,1.0,Capitol Hill,1.0,House,Entire home/apt,2,1.0,1.0,1.0,25.0,1,0.0,1125,0,80-94/100,10/10,9/10,9/10,9/10,10/10,9/10,0.0,moderate,0.0,0.0,1,1-2 years,6-12 months,717.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0
2957,within an hour,100%,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,2.0,2.0,2.0,0.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,2-3 years,2-6 months,1096.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.99999999999994
2958,within an hour,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,0.0,2,5.0,2,33,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,6-12 months,2-6 months,402.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.80000000000001
2959,within an hour,100%,1.0,1.0,1.0,Capitol Hill,1.0,House,Private room,2,1.0,1.0,1.0,35.0,1,0.0,30,29,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,2,1-2 years,2-6 months,656.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.8
2960,within an hour,50-89%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,0.0,2.0,30.0,1,15.0,1125,90,80-94/100,10/10,10/10,10/10,10/10,9/10,0-8/10,0.0,flexible,0.0,0.0,1,1-2 years,2-6 months,628.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
2961,within a few hours,50-89%,1.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,8,2.0,2.0,3.0,150.0,3,25.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,1-2 years,2-6 months,895.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
2962,within an hour,100%,1.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,25.0,1,0.0,1125,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,3,1-2 years,0-2 weeks,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0
2963,unknown,unknown,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,5,1.0,4.0,4.0,100.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,2-3 years,2-6 months,1368.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
2964,within a day,50-89%,0.0,1.0,0.0,Capitol Hill,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,50.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,178.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,within a day,100%,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Shared room,2,1.0,1.0,1.0,0.0,1,0.0,1125,0,80-94/100,9/10,9/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,0-6 months,2-8 weeks,449.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4
2966,within an hour,100%,1.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,3,1.0,1.0,2.0,0.0,2,20.0,1125,69,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,2,0-6 months,2-8 weeks,197.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1002.24
2967,unknown,unknown,0.0,1.0,1.0,Capitol Hill,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,20.0,1,0.0,1125,42,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,6-12 months,649.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,158.4
